"","pathway","pval","padj","log2err","NES","size","state","pvlabel"
"29","DNA Replication Pre-Initiation",5.40828521947717e-07,3.30617014864354e-05,0.659444398037935,2.11189342818885,77,"up","***"
"30","DNA Double-Strand Break Repair",1.94793188546811e-08,1.96741120432279e-06,0.73376198835648,2.10507760999413,120,"up","***"
"31","Laminin interactions",1.75635014265869e-05,0.000637500215843145,0.575610261071129,2.09531526334428,28,"up","***"
"32","Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell",2.15216440461944e-06,0.000108684302433282,0.627256739718528,-2.09029028767413,93,"down","***"
"33","HDR through Homologous Recombination (HRR) or Single Strand Annealing (SSA)",9.17950384098689e-07,5.20097254210062e-05,0.659444398037935,2.0756752808327,88,"up","***"
"34","NCAM1 interactions",1.23159381952743e-05,0.000467409896709624,0.593325476396405,2.07492208746835,33,"up","***"
"35","Binding and Uptake of Ligands by Scavenger Receptors",1.52523322537252e-05,0.00056239948929212,0.593325476396405,2.06400311191035,37,"up","***"
"36","Resolution of D-Loop Structures",2.26423206389874e-05,0.000758558858121748,0.575610261071129,2.06364249663443,31,"up","***"
"37","Cell Cycle",1.675528139079e-21,3.89225186708052e-18,1.20397524075264,2.05312696610055,560,"up","***"
"38","Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)",3.51306460817642e-05,0.00111792453216354,0.557332238758646,2.0352638025828,25,"up","**"
"39","Resolution of D-loop Structures through Holliday Junction Intermediates",3.49623841656935e-05,0.00111792453216354,0.557332238758646,2.03304206313515,30,"up","**"
"40","HDR through Homologous Recombination (HRR)",4.25481436928452e-06,0.000197678675596959,0.610526878385931,2.03291586855247,63,"up","***"
"41","Presynaptic phase of homologous DNA pairing and strand exchange",3.06553008565487e-05,0.00100298963225018,0.557332238758646,2.03053447184158,37,"up","**"
"42","Cell Cycle, Mitotic",4.23640168343428e-17,2.46029027765446e-14,1.06720998682811,2.02519999235067,452,"up","***"
"43","Homologous DNA Pairing and Strand Exchange",5.15004455170141e-05,0.0015337889094362,0.557332238758646,2.01566224544972,40,"up","**"
"44","Diseases of glycosylation",3.12731636934461e-07,2.01798775721876e-05,0.674962860011025,2.00869183831765,122,"up","***"
"45","Mitotic Prometaphase",3.17413503685218e-08,2.73093173726208e-06,0.719512826338911,1.99229043095284,174,"up","***"
"46","Chondroitin sulfate biosynthesis",0.000257745707718208,0.00618286605066395,0.49849310876659,1.97834360665994,16,"up","**"
"47","S Phase",1.75267742247298e-07,1.23377868254689e-05,0.690132458796796,1.9701690170142,150,"up","***"
"48","Kinesins",5.3750809401157e-05,0.00158054595239098,0.557332238758646,1.96133665036924,50,"up","**"
"49","Assembly of the pre-replicative complex",4.65606383535722e-05,0.00142316266967563,0.557332238758646,1.96011853829968,62,"up","**"
"50","Separation of Sister Chromatids",1.40621389601746e-07,1.05375318724147e-05,0.690132458796796,1.95845125134152,164,"up","***"
"51","Costimulation by the CD28 family",7.33180645645903e-05,0.00202759361885171,0.538434096309916,-1.95721519966579,57,"down","**"
"52","Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins",2.28579940028077e-05,0.000758558858121748,0.575610261071129,1.9569061584167,70,"up","***"
"53","Processing of DNA double-strand break ends",3.94845258120799e-05,0.00123949396569543,0.557332238758646,1.95547655270006,56,"up","**"
"54","Resolution of Sister Chromatid Cohesion",3.20026318338732e-06,0.000154879403646016,0.627256739718528,1.95361547159909,105,"up","***"
"55","Switching of origins to a post-replicative state",1.05912568404162e-05,0.000428087471020317,0.593325476396405,1.94955294748655,84,"up","***"
"56","Diseases associated with O-glycosylation of proteins",4.96393783931011e-05,0.00149756202606719,0.557332238758646,1.94943525845463,55,"up","**"
"57","G1/S-Specific Transcription",0.000258173916019975,0.00618286605066395,0.49849310876659,1.94914860589242,26,"up","**"
"58","APC/C-mediated degradation of cell cycle proteins",1.96700277979611e-05,0.000671962861392112,0.575610261071129,1.947317225725,81,"up","***"
"59","Regulation of mitotic cell cycle",1.96700277979611e-05,0.000671962861392112,0.575610261071129,1.947317225725,81,"up","***"
"60","Polo-like kinase mediated events",0.000551458276311929,0.0113366157156868,0.477270815362862,1.93758978657039,16,"up","*"
"61","Mitotic Spindle Checkpoint",1.24749950908294e-05,0.000467409896709624,0.593325476396405,1.9352283583157,101,"up","***"
"62","Smooth Muscle Contraction",0.000153425593802649,0.00396008504892838,0.518848077743792,1.93440598850487,33,"up","**"
"63","Signaling by MET",1.82458869498926e-05,0.000642199930069703,0.575610261071129,1.93398524871947,73,"up","***"
"64","G1/S Transition",1.36264429569407e-06,7.19414249749392e-05,0.643551836150722,1.92462138899726,123,"up","***"
"65","Mitotic Metaphase and Anaphase",2.69684530330339e-08,2.40952755368222e-06,0.73376198835648,1.92306694569004,207,"up","***"
"66","L1CAM interactions",1.00786342755344e-05,0.000418083346822615,0.593325476396405,1.92139157274312,96,"up","***"
"67","APC/C:Cdc20 mediated degradation of mitotic proteins",6.82081968349846e-05,0.00190900772587553,0.538434096309916,1.91251566213374,69,"up","**"
"68","Mitotic Anaphase",3.90503493293525e-08,3.23978433900307e-06,0.719512826338911,1.91057244856548,206,"up","***"
"69","Protein-protein interactions at synapses",6.6016580647083e-05,0.00187020142491675,0.538434096309916,1.89855806275311,64,"up","**"
"70","RHO GTPase Effectors",4.19071273104893e-08,3.35690540490575e-06,0.719512826338911,1.88229733114438,234,"up","***"
"71","Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal",5.82809287350658e-05,0.00167143947471059,0.557332238758646,1.87849122101548,84,"up","**"
"72","Amplification of signal from the kinetochores",5.82809287350658e-05,0.00167143947471059,0.557332238758646,1.87849122101548,84,"up","**"
"73","Regulation of APC/C activators between G1/S and early anaphase",8.72375921321108e-05,0.00238415207673992,0.538434096309916,1.87697881161566,74,"up","**"
"74","RHO GTPases Activate Formins",1.16988417541019e-05,0.000452940156579644,0.593325476396405,1.87666737827848,120,"up","***"
"75","Retrograde neurotrophin signalling",0.00117468685747281,0.0214865950386561,0.45505986738723,1.87440862547189,12,"up","*"
"76","Anchoring fibril formation",0.00104554439416272,0.0195870937712902,0.45505986738723,1.87374501447604,13,"up","*"
"77","M Phase",4.64000022115771e-10,8.98226709479114e-08,0.814035837847908,1.87340484917655,315,"up","***"
"78","Phosphorylation of the APC/C",0.00075522046278038,0.0147426650003262,0.477270815362862,1.87174401026801,20,"up","*"
"79","COPI-dependent Golgi-to-ER retrograde traffic",9.20551574685758e-05,0.00248655966045932,0.538434096309916,1.86292783066664,88,"up","**"
"80","Condensation of Prometaphase Chromosomes",0.00131401763259759,0.0238473668790954,0.45505986738723,1.86151046957726,10,"up","*"
"81","Elastic fibre formation",0.000405676393881654,0.00897510726654364,0.49849310876659,1.85948315729817,41,"up","**"
"82","Mitotic G1 phase and G1/S transition",6.95939970163796e-06,0.000310897798209711,0.610526878385931,1.85723691041896,141,"up","***"
"83","APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1",0.000101028835583912,0.00269758603518882,0.538434096309916,1.85184209715959,68,"up","**"
"84","Diseases associated with glycosaminoglycan metabolism",0.00108070905361577,0.0199968699793989,0.45505986738723,1.84922082065972,36,"up","*"
"85","O-glycosylation of TSR domain-containing proteins",0.000413584847378944,0.00906375094774798,0.49849310876659,1.84640640263321,34,"up","**"
"86","Orc1 removal from chromatin",0.000165089326454482,0.00421431324564573,0.518848077743792,1.84554391089915,64,"up","**"
"87","Chondroitin sulfate/dermatan sulfate metabolism",0.000537894727238598,0.0111565129587077,0.477270815362862,1.84391225556795,41,"up","*"
"88","Defective B3GALTL causes Peters-plus syndrome (PpS)",0.000625945337811326,0.0127550089450501,0.477270815362862,1.84016554634094,33,"up","*"
"89","APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint",0.000306868593578838,0.00705797765231328,0.49849310876659,1.83895395449384,67,"up","**"
"90","DNA Repair",1.14284315796634e-07,8.84941551985267e-06,0.704975715167238,1.83638717520216,260,"up","***"
"91","Mitotic G2-G2/M phases",1.67696011064582e-06,8.65684074895611e-05,0.643551836150722,1.83630309243506,176,"up","***"
"92","Receptor-type tyrosine-protein phosphatases",0.00184155362589532,0.0321648802477806,0.45505986738723,1.83524473286912,14,"up","*"
"93","Cell junction organization",0.000466192501908833,0.0100648945496548,0.49849310876659,1.83086384314611,66,"up","*"
"94","G2/M Transition",4.12966110863537e-06,0.000195779648068571,0.610526878385931,1.8267300730207,174,"up","***"
"95","Dissolution of Fibrin Clot",0.00224129624757476,0.0374570588713393,0.431707695803346,1.82406189157202,10,"up","*"
"96","EML4 and NUDC in mitotic spindle formation",4.51400321997239e-05,0.00139813726399945,0.557332238758646,1.82359413293747,100,"up","**"
"97","G2/M DNA damage checkpoint",0.000893324646822861,0.0170097799554878,0.477270815362862,1.82341382183064,54,"up","*"
"98","Signaling by PDGF",0.00049694712789733,0.0105909007165642,0.477270815362862,1.81705658482634,53,"up","*"
"99","FCERI mediated Ca+2 mobilization",0.00323428341800308,0.0470277532391048,0.431707695803346,-1.81576859843989,32,"down","*"
"100","Deposition of new CENPA-containing nucleosomes at the centromere",0.00254165489974583,0.0385899629549645,0.34452128726268,1.80793158155662,22,"up","*"
"101","Nucleosome assembly",0.00254165489974583,0.0385899629549645,0.34452128726268,1.80793158155662,22,"up","*"
"102","Signaling by Rho GTPases",4.20476537785415e-09,4.88383498637759e-07,0.761460801445585,1.806273410842,347,"up","***"
"103","VEGF binds to VEGFR leading to receptor dimerization",0.00146573873470903,0.0259916876391533,0.45505986738723,1.80476257952049,7,"up","*"
"104","VEGF ligand-receptor interactions",0.00146573873470903,0.0259916876391533,0.45505986738723,1.80476257952049,7,"up","*"
"105","EPH-Ephrin signaling",0.000244330166456644,0.00610299974923424,0.49849310876659,1.80398442790898,81,"up","**"
"106","Synaptic adhesion-like molecules",0.00231227850786962,0.0376831830521137,0.431707695803346,1.80162302633902,17,"up","*"
"107","Cdc20:Phospho-APC/C mediated degradation of Cyclin A",0.000687129067325972,0.0137603519258468,0.477270815362862,1.79955162522635,66,"up","*"
"108","TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest",0.00253655625186511,0.0385899629549645,0.354819512103747,1.79713333290224,13,"up","*"
"109","Phosphorylation of Emi1",0.000961288800010549,0.0181550722148334,0.477270815362862,1.79689099433829,6,"up","*"
"110","Inactivation of APC/C via direct inhibition of the APC/C complex",0.00241889584519067,0.0377120473045498,0.354819512103747,1.79398478139949,21,"up","*"
"111","Inhibition of the proteolytic activity of APC/C required for the onset of anaphase by mitotic spindle checkpoint components",0.00241889584519067,0.0377120473045498,0.354819512103747,1.79398478139949,21,"up","*"
"112","Plasma lipoprotein remodeling",0.0030356035930515,0.0452032509401195,0.431707695803346,1.78615244943679,17,"up","*"
"113","Antigen processing-Cross presentation",0.000337443464971309,0.0076104967876539,0.49849310876659,1.78531045478438,81,"up","**"
"114","Centrosome maturation",0.000256127788580566,0.00618286605066395,0.49849310876659,1.78525775544965,73,"up","**"
"115","Recruitment of mitotic centrosome proteins and complexes",0.000256127788580566,0.00618286605066395,0.49849310876659,1.78525775544965,73,"up","**"
"116","Defective GALNT12 causes colorectal cancer 1 (CRCS1)",0.00333889816360601,0.0481755306463153,0.310776919977249,1.78336331334177,12,"up","*"
"117","AURKA Activation by TPX2",0.000467933108636557,0.0100648945496548,0.49849310876659,1.7724920099975,64,"up","*"
"118","Resolution of Abasic Sites (AP sites)",0.00143293365062747,0.02580391372409,0.45505986738723,1.77048599232999,37,"up","*"
"119","CDK-mediated phosphorylation and removal of Cdc6",0.00108463435962301,0.0199968699793989,0.45505986738723,1.77000107420202,66,"up","*"
"120","Platelet degranulation ",0.000147482616954833,0.00384946201332671,0.518848077743792,1.76555422061754,103,"up","**"
"121","Formation of annular gap junctions",0.00344395742016281,0.0487823968721841,0.310776919977249,1.76479139626829,9,"up","*"
"122","Diseases of metabolism",4.8855080320518e-06,0.000222530101146203,0.610526878385931,1.76071602737316,204,"up","***"
"123","HDR through MMEJ (alt-NHEJ)",0.00344395742016281,0.0487823968721841,0.310776919977249,1.75993416834541,9,"up","*"
"124","A tetrasaccharide linker sequence is required for GAG synthesis",0.00353007624964699,0.0493998019754817,0.291090917251384,1.75973011910891,22,"up","*"
"125","Recruitment of NuMA to mitotic centrosomes",0.000518507397461122,0.0109499334936562,0.477270815362862,1.75235932531126,81,"up","*"
"126","WNT5A-dependent internalization of FZD4",0.00323910482921084,0.0470277532391048,0.310776919977249,1.75093468882037,15,"up","*"
"127","MHC class II antigen presentation",0.000532291264559709,0.0111397532213712,0.477270815362862,1.74812808750118,98,"up","*"
"128","Axon guidance",1.17032355242465e-09,1.81244107485498e-07,0.788186810800237,1.74703759893116,472,"up","***"
"129","Plasma lipoprotein assembly, remodeling, and clearance",0.00212812040138656,0.0358233600900071,0.431707695803346,1.74463263227277,52,"up","*"
"130","Chromosome Maintenance",0.000814474819064967,0.015636570286677,0.477270815362862,1.74208258005152,77,"up","*"
"131","Response to elevated platelet cytosolic Ca2+",0.000347346731909494,0.00775852363678611,0.49849310876659,1.74060716977237,108,"up","**"
"132","Neurexins and neuroligins",0.00249082328264289,0.038574549903863,0.335068558717014,1.738488567474,42,"up","*"
"133","Resolution of AP sites via the multiple-nucleotide patch replacement pathway",0.00338361765120541,0.0485194061959887,0.297232921999731,1.73391538914758,24,"up","*"
"134","Nervous system development",2.15426488034549e-09,2.94373959826034e-07,0.774939030136436,1.72158647189361,491,"up","***"
"135","Golgi-to-ER retrograde transport",0.000320467118688737,0.00729848153641114,0.49849310876659,1.71545852962501,121,"up","**"
"136","Autodegradation of Cdh1 by Cdh1:APC/C",0.00231971380820158,0.0376831830521137,0.431707695803346,1.71488640352768,60,"up","*"
"137","NCAM signaling for neurite out-growth",0.00229562555796455,0.0376831830521137,0.34452128726268,1.71221178069938,53,"up","*"
"138","Regulation of TP53 Activity through Phosphorylation",0.000787643515628305,0.0152474657233713,0.477270815362862,1.71032455729591,82,"up","*"
"139","APC/C:Cdc20 mediated degradation of Securin",0.00168783700619488,0.0297033739802326,0.45505986738723,1.70723816459169,62,"up","*"
"140","The role of GTSE1 in G2/M progression after G2 checkpoint",0.001887679583019,0.0327244751593518,0.45505986738723,1.70632024894072,65,"up","*"
"141","ABC transporter disorders",0.00211648657953516,0.0358233600900071,0.431707695803346,1.69930068968077,65,"up","*"
"142","O-linked glycosylation",0.000657846145297242,0.0132884921350043,0.477270815362862,1.69786686042565,92,"up","*"
"143","Scavenging by Class B Receptors",0.00239400357273614,0.0377120473045498,0.431707695803346,1.68597926060272,4,"up","*"
"144","Loss of Nlp from mitotic centrosomes",0.0023814229209923,0.0377120473045498,0.431707695803346,1.68297167281169,61,"up","*"
"145","Loss of proteins required for interphase microtubule organization from the centrosome",0.0023814229209923,0.0377120473045498,0.431707695803346,1.68297167281169,61,"up","*"
"146","Intestinal absorption",1.07238668457399e-05,0.000428087471020317,0.593325476396405,1.66776860798379,3,"up","***"
"147","Regulation of PLK1 Activity at G2/M Transition",0.00240963855421687,0.0377120473045498,0.326351610990907,1.65035813183277,79,"up","*"
"148","Cell-Cell communication",0.00200779496870202,0.0345489460169985,0.354819512103747,1.64430862965898,95,"up","*"
"149","PCP/CE pathway",0.00227735826441328,0.0376831830521137,0.335068558717014,1.62856264129217,85,"up","*"
"150","Mitochondrial translation initiation",0.00348767288033674,0.0491022066728621,0.269842314478839,1.60656286510646,82,"up","*"
"151","Intra-Golgi and retrograde Golgi-to-ER traffic",0.000291311876501921,0.00688993043788408,0.49849310876659,1.60654029352222,184,"up","**"
"152","Scavenging by Class H Receptors",0.00319092359510725,0.0469146551356591,0.34452128726268,1.59709855547461,3,"up","*"
"153","Metabolism of carbohydrates",0.000301958920377885,0.00701450572037827,0.49849310876659,1.54789274624339,241,"up","**"
"154","Developmental Biology",2.48491526466171e-07,1.69778181170857e-05,0.674962860011025,1.52419154067999,733,"up","***"
"155","Signaling by Receptor Tyrosine Kinases",1.80171657843159e-05,0.000642199930069703,0.575610261071129,1.51408644963331,451,"up","***"
"156","Vesicle-mediated transport",7.62409993476535e-06,0.000327977484230739,0.610526878385931,1.50295699668401,597,"up","***"
"157","Intestinal hexose absorption",0.0020466966580332,0.034959384828023,0.431707695803346,1.4804955049823,2,"up","*"
"158","Post-translational protein modification",3.96165731995702e-07,2.48727836601626e-05,0.674962860011025,1.42526866211136,1147,"up","***"
"159","Transcriptional Regulation by TP53",0.003004869961662,0.0451554587954009,0.269842314478839,1.41410482579336,323,"up","*"
"160","Signal Transduction",3.56663996771853e-09,4.60294702500564e-07,0.774939030136436,1.40068291396812,1901,"up","***"
"161","Metabolism of proteins",2.4791592283566e-08,2.39961953644683e-06,0.73376198835648,1.39415493822698,1616,"up","***"
"162","Disease",7.53513909465884e-07,4.48823797869038e-05,0.659444398037935,1.38725973949449,1273,"up","***"
"163","Membrane Trafficking",0.000744059031226221,0.0146478739791399,0.477270815362862,1.38349813683486,562,"up","*"
"164","Defective ABCC2 causes DJS",0.000112506904082978,0.00296992657028134,0.538434096309916,1.33368699954363,1,"up","**"
"165","Infectious disease",0.00301295570955107,0.0451554587954009,0.265216893779997,1.30890623972172,670,"up","*"
"166","Metabolism",0.0030996900309969,0.0458635665095911,0.260820567718869,1.20509031512456,1675,"up","*"
